COMPANY,TYPENAME,RAM,OS,WEIGHT,PRICE,IPS,TOUCHSCREEN,PIXELS_PI,CLOCK_SPEED,PROCESSOR,HDD,SSD,GPU COMPANY
Lenovo,Notebook,4,Windows,2.1,571.734,0,0,141.21199808219862,2.5,Intel Core i5,2000,0,Intel
Lenovo,Notebook,4,Other OS,1.9,414.0,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Dell,Notebook,8,Windows,2.18,731.4,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Acer,2 in 1 Convertible,8,Windows,1.6,919.08,1,1,165.6321180513006,1.6,Intel Core i5,0,256,Intel
Lenovo,Workstation,16,Windows,2.18,1706.6000000000001,0,0,141.21199808219862,2.5,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,8,Windows,1.8,1095.72,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel
HP,Notebook,6,Windows,2.71,602.6092,1,0,127.33567457123111,2.5,AMD Processor,2000,0,AMD
Lenovo,Gaming,8,Windows,2.5,1149.0800000000002,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Other OS,1.64,1001.88,0,0,157.3505121487356,2.8,Intel Core i5,0,256,Nvidia
Dell,Notebook,8,Other OS,1.98,667.9200000000001,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Asus,Notebook,4,Windows,1.5,274.16,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel
Dell,Notebook,16,Windows,1.93,1312.5272000000002,0,0,141.21199808219862,2.6,Intel Core i5,0,512,Intel
Lenovo,Notebook,8,Windows,1.87,788.5044,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Nvidia
Dell,Notebook,8,Windows,1.9,1084.68,0,0,141.21199808219862,2.6,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.19,274.16,0,0,100.45466986113651,2.0,AMD Processor,500,0,AMD
Mediacom,Notebook,4,Windows,1.4,243.8,1,0,161.72539083525606,1.92,Other Intel Processor,32,0,Intel
HP,Notebook,8,Windows,2.63,1104.0,0,0,127.33567457123111,2.7,Intel Core i7,0,256,Nvidia
Lenovo,Ultrabook,8,Windows,1.17,1551.7088,1,0,209.8006828649808,2.5,Intel Core i7,0,512,Intel
HP,2 in 1 Convertible,8,Windows,1.58,769.672,1,1,117.82653006268643,2.5,Intel Core i5,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.32,1379.0800000000002,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Dell,Gaming,32,Windows,4.36,3366.648,0,0,254.67134914246222,2.8,Intel Core i7,1000,1000,Nvidia
MSI,Gaming,8,Windows,2.7,1240.6016,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other OS,1.9,450.708,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Dell,Notebook,8,Windows,2.2,661.48,0,0,141.21199808219862,1.6,Intel Core i5,1000,128,AMD
Dell,2 in 1 Convertible,4,Windows,1.71,597.08,0,1,165.6321180513006,2.4,Intel Core i3,1000,0,Intel
Dell,Notebook,8,Other OS,2.32,542.3584,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,AMD
HP,Notebook,4,Windows,2.1,449.88,0,0,141.21199808219862,3.0,AMD Processor,1000,0,AMD
Acer,Gaming,16,Windows,4.2,1780.2,1,0,127.33567457123111,2.6,Intel Core i7,1000,128,Nvidia
Dell,Notebook,12,Windows,2.25,597.08,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
HP,Notebook,6,Windows,2.1,598.0,0,0,141.21199808219862,3.0,AMD Processor,1000,128,AMD
Acer,Notebook,4,Windows,2.4,514.28,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel
Lenovo,Notebook,8,Windows,1.44,883.2,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,1.85,716.6800000000001,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Intel
HP,Workstation,16,Windows,2.6,2225.48,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.55,606.28,0,1,165.6321180513006,1.6,Intel Core i5,1000,0,Intel
MSI,Gaming,16,Windows,1.8,1926.9216000000001,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Acer,Notebook,4,Windows,2.4,377.93600000000004,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Dell,Notebook,8,Windows,2.0,1110.44,0,0,141.21199808219862,2.7,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,2.0,611.8000000000001,0,0,100.45466986113651,2.0,Intel Core i3,0,256,Intel
Toshiba,Notebook,8,Windows,1.25,1412.2,1,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.7,919.08,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Lenovo,Workstation,16,Windows,2.5,3035.08,1,0,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia
Acer,Notebook,2,Other OS,1.68,303.6,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Samsung,Ultrabook,16,Windows,0.81,1517.0800000000002,0,0,165.6321180513006,2.7,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.86,495.88,0,0,141.21199808219862,2.0,Intel Core i3,0,256,Intel
Dell,Notebook,8,Windows,1.6,1036.5732,0,0,111.93520355955211,2.5,Intel Core i5,0,256,Intel
HP,Workstation,16,Windows,3.0,4037.88,1,0,127.33567457123111,2.9,Other Intel Processor,0,256,Nvidia
Lenovo,Netbook,4,Windows,1.4,437.0,0,1,135.0942111925629,1.6,Other Intel Processor,0,128,Intel
HP,Notebook,8,Windows,1.84,1748.0,0,0,141.21199808219862,2.4,Intel Core i5,0,256,Intel
Asus,Notebook,4,Other OS,2.45,532.6800000000001,0,0,100.45466986113651,2.3,Intel Core i5,1000,0,Nvidia
Lenovo,Ultrabook,4,Windows,1.7,1008.32,0,0,157.3505121487356,2.3,Intel Core i5,0,180,Intel
Asus,Notebook,4,Windows,2.37,781.908,0,0,100.45466986113651,2.7,Intel Core i7,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.3,1103.0800000000002,1,1,276.053530085501,1.8,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,2.2,1011.08,1,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
HP,Workstation,8,Windows,2.59,1436.1200000000001,0,0,141.21199808219862,2.6,Intel Core i7,0,256,Nvidia
Dell,Gaming,16,Windows,4.42,2639.4708,1,0,282.42399616439724,2.8,Intel Core i7,1000,256,Nvidia
Acer,Notebook,4,Windows,2.1,551.08,0,0,100.45466986113651,2.5,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Windows,2.5,964.1600000000001,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Dell,Ultrabook,16,Windows,1.18,1710.28,0,0,176.23257360658386,2.8,Intel Core i7,0,256,Intel
Google,Ultrabook,8,Other OS,1.1,1434.28,0,1,234.50740003017813,1.2,Intel Core i5,0,256,Intel
Asus,Ultrabook,8,Windows,1.2,1038.68,1,0,276.053530085501,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,1.65,781.08,0,0,117.82653006268643,2.0,Intel Core i3,500,0,Intel
Acer,Notebook,4,Windows,1.6,602.6,0,0,117.82653006268643,2.3,Intel Core i5,0,128,Intel
Asus,Notebook,4,Windows,2.8,432.7128,0,0,90.58340172449303,1.1,Other Intel Processor,1000,0,Nvidia
Dell,Gaming,16,Windows,2.72,1011.08,1,1,282.42399616439724,2.6,Intel Core i7,1000,128,Nvidia
Samsung,Ultrabook,8,Windows,1.31,1471.0800000000002,0,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel
Acer,Notebook,4,Other OS,2.1,274.16,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Dell,Notebook,16,Windows,2.3,1086.7684,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
Samsung,2 in 1 Convertible,16,Windows,1.71,1655.0800000000002,0,1,146.86047800548656,2.7,Intel Core i7,0,256,AMD
Toshiba,Notebook,4,Windows,1.75,938.4000000000001,1,0,111.93520355955211,2.3,Intel Core i5,0,128,Intel
Dell,Gaming,8,Windows,2.62,1011.08,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
HP,Ultrabook,4,Windows,1.26,1144.48,0,0,125.36742798669837,2.3,Intel Core i5,0,256,Intel
Asus,2 in 1 Convertible,12,Windows,2.3,771.88,0,1,141.21199808219862,2.7,Intel Core i7,2000,0,Nvidia
Lenovo,Notebook,16,Windows,2.5,2180.4,0,0,282.42399616439724,2.7,Intel Core i7,0,512,Nvidia
Acer,Notebook,4,Windows,1.8,585.12,1,0,157.3505121487356,2.4,Intel Core i3,0,128,Intel
Razer,Gaming,16,Windows,1.95,2667.08,0,0,157.3505121487356,2.8,Intel Core i7,0,512,Nvidia
Asus,Notebook,8,Windows,2.0,535.348,0,0,141.21199808219862,1.1,Other Intel Processor,0,128,Intel
Dell,Gaming,32,Windows,4.42,3301.6960000000004,1,0,127.33567457123111,2.8,Intel Core i7,1000,1000,Nvidia
Asus,Gaming,16,Windows,4.3,2162.0,1,0,127.33567457123111,2.6,Intel Core i7,1000,256,Nvidia
Toshiba,Ultrabook,16,Windows,1.47,1622.88,1,0,157.3505121487356,2.6,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,8,Other OS,2.2,302.68,0,0,100.45466986113651,1.6,Other Intel Processor,1000,0,Intel
Lenovo,Ultrabook,16,Windows,1.7,2115.08,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel
MSI,Gaming,16,Windows,1.6,1739.72,1,0,157.3505121487356,2.8,Intel Core i7,1000,256,Nvidia
MSI,Gaming,8,Windows,2.2,1001.88,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
Lenovo,Gaming,4,Windows,2.4,919.08,1,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
Acer,Gaming,16,Windows,4.2,2115.08,1,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Dell,Gaming,8,Windows,2.62,906.2,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Asus,Gaming,8,Windows,2.24,1231.88,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Vero,Notebook,4,Windows,1.22,186.668,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1812.4,1,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel
Lenovo,2 in 1 Convertible,8,Windows,2.08,882.2800000000001,0,1,141.21199808219862,2.5,Intel Core i5,0,256,AMD
Apple,Ultrabook,8,Mac,0.92,1071.8,1,0,226.41554716935852,1.2,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.42,2143.6,1,1,209.8006828649808,2.5,Intel Core i5,0,256,Intel
Asus,Notebook,4,Windows,1.63,275.08,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel
Dell,Notebook,8,Windows,1.95,745.2,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.38,1241.0800000000002,1,1,158.48253022174808,2.7,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.0,679.88,0,0,141.21199808219862,2.0,Intel Core i3,0,256,AMD
HP,Workstation,8,Windows,3.14,1899.708,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows,2.37,1011.08,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Dell,Ultrabook,8,Windows,1.29,1379.0800000000002,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.06,1609.0800000000002,0,1,282.42399616439724,2.5,Intel Core i5,0,256,Nvidia
Dell,Netbook,4,Windows,1.63,684.48,0,0,135.0942111925629,1.1,Other Intel Processor,0,128,Intel
HP,Netbook,8,Windows,1.26,1277.88,0,0,125.36742798669837,2.6,Intel Core i5,0,256,Intel
Toshiba,Notebook,4,Windows,2.1,717.6,0,0,100.45466986113651,2.3,Intel Core i5,500,0,Intel
HP,Notebook,8,Windows,2.04,578.6800000000001,0,0,100.45466986113651,2.5,AMD Processor,2000,0,AMD
Dell,Gaming,16,Windows,2.62,1544.68,0,0,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,4,Windows,2.4,560.28,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
HP,Gaming,12,Windows,3.74,1609.0800000000002,1,0,127.33567457123111,2.8,Intel Core i7,1000,0,AMD
MSI,Gaming,16,Windows,2.9,2221.8,0,0,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia
Samsung,Ultrabook,8,Windows,0.81,1379.0800000000002,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,1.98,884.12,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia
Dell,Notebook,8,Windows,2.18,726.6252,0,0,141.21199808219862,2.5,Intel Core i5,0,256,AMD
Lenovo,Ultrabook,8,Windows,1.32,1710.28,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel
Razer,Ultrabook,16,Windows,1.29,1655.0800000000002,1,1,352.4651472131677,2.5,Intel Core i7,0,512,Intel
HP,Netbook,4,Other OS,1.23,354.2,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
Dell,Gaming,16,Windows,4.36,2304.6184000000003,1,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Windows,1.76,694.6,0,0,111.93520355955211,2.3,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Windows,2.1,450.708,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Toshiba,Ultrabook,4,Windows,1.25,1002.8000000000001,0,0,111.93520355955211,2.5,Intel Core i5,0,128,Intel
Lenovo,Ultrabook,8,Windows,1.13,2299.08,1,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel
MSI,Gaming,8,Windows,2.4,1103.0800000000002,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Lenovo,Ultrabook,8,Windows,1.13,1725.0,1,0,157.3505121487356,2.5,Intel Core i5,0,0,Intel
Toshiba,Notebook,4,Windows,1.75,459.08000000000004,0,0,111.93520355955211,2.1,Other Intel Processor,0,128,Intel
Asus,2 in 1 Convertible,8,Windows,1.1,1249.3600000000001,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,1.76,538.2,0,0,111.93520355955211,2.0,Intel Core i3,500,0,Intel
Acer,Netbook,4,Other OS,1.35,326.6,1,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
Acer,Notebook,8,Windows,1.5,569.48,1,0,157.3505121487356,2.4,Intel Core i3,0,128,Intel
Razer,Gaming,32,Windows,3.49,5059.08,0,1,254.67134914246222,2.9,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,16,Windows,1.1,1931.0800000000002,1,0,209.8006828649808,2.6,Intel Core i7,0,512,Intel
Asus,Notebook,4,Other OS,2.1,477.48,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,8,Windows,1.7,1091.1200000000001,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows,1.32,1518.0,1,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,3.21,2552.6596000000004,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Asus,Gaming,16,Windows,2.9,2225.48,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,4,Windows,2.0,615.48,0,0,100.45466986113651,2.4,Intel Core i3,500,0,Intel
Lenovo,Notebook,4,Other OS,1.5,299.0,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Asus,Notebook,8,Windows,2.3,542.8000000000001,0,0,141.21199808219862,2.5,Intel Core i5,128,0,Intel
Asus,Gaming,16,Windows,2.73,1655.0800000000002,0,0,127.33567457123111,2.6,Intel Core i7,1000,512,Nvidia
Dell,Gaming,32,Windows,4.42,2827.0588,1,0,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia
HP,Notebook,8,Windows,2.63,837.2,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia
Dell,Notebook,8,Windows,2.18,656.8708,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel
HP,Ultrabook,8,Windows,1.54,1720.4,0,0,157.3505121487356,2.5,Intel Core i7,0,512,Intel
Dell,Notebook,4,Windows,2.18,679.88,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
HP,2 in 1 Convertible,4,Other OS,1.4,565.8000000000001,0,1,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
Asus,Ultrabook,8,Windows,1.45,943.9200000000001,1,0,165.6321180513006,2.3,Intel Core i5,0,512,Nvidia
HP,2 in 1 Convertible,8,Windows,1.28,2094.84,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.54,1350.56,0,0,157.3505121487356,2.5,Intel Core i7,0,512,Intel
HP,Notebook,4,Other OS,1.86,275.08,0,0,100.45466986113651,1.6,Other Intel Processor,0,128,Intel
Asus,Gaming,16,Windows,2.1,1747.0800000000002,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Other OS,2.83,795.8000000000001,0,0,127.33567457123111,2.7,Intel Core i7,1000,0,AMD
Lenovo,Ultrabook,8,Windows,1.96,1750.76,1,0,157.3505121487356,2.8,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows,2.3,724.0400000000001,1,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,1.9,869.4000000000001,0,0,141.21199808219862,2.5,Intel Core i5,0,128,Intel
Asus,Notebook,4,Windows,2.0,413.08000000000004,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,8,Windows,1.28,2354.28,0,1,165.6321180513006,2.8,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,1.62,597.08,0,1,165.6321180513006,2.3,Intel Core i5,1000,0,Intel
Lenovo,Notebook,4,Other OS,2.2,431.48,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows,2.3,782.6072,1,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows,1.84,1241.0800000000002,0,0,141.21199808219862,2.6,Intel Core i5,0,256,AMD
Toshiba,Notebook,4,Windows,1.05,1182.2,0,0,165.6321180513006,2.5,Intel Core i5,0,128,Intel
Lenovo,Gaming,8,Other OS,2.5,935.64,1,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,16,Windows,1.29,2060.8,0,1,276.053530085501,2.5,Intel Core i7,0,512,Intel
HP,Notebook,4,Windows,2.07,837.2,0,0,141.21199808219862,2.3,Intel Core i5,500,0,Intel
Toshiba,Ultrabook,8,Windows,1.2,1007.4000000000001,0,0,117.82653006268643,2.3,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1794.0,1,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel
Acer,Notebook,8,Windows,1.56,829.84,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,2.23,1635.76,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,4,Windows,2.38,970.6,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Other OS,2.2,440.68,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD
Toshiba,Notebook,8,Windows,2.0,1276.96,1,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,1.44,676.2,1,0,165.6321180513006,2.4,Intel Core i3,0,180,Intel
Samsung,Ultrabook,16,Windows,1.23,1701.0800000000002,0,0,146.86047800548656,2.7,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.6,1554.8,0,0,176.23257360658386,2.8,Intel Core i7,0,256,Intel
Asus,Notebook,4,Other OS,2.0,367.0708,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Xiaomi,Ultrabook,8,Windows,1.28,860.2,1,0,165.6321180513006,2.3,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Windows,2.18,839.5,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,2.04,771.88,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,4,Windows,1.28,1564.0,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,4,Windows,2.3,630.016,0,1,100.45466986113651,2.5,Intel Core i5,500,0,Intel
Asus,Notebook,4,Windows,1.65,320.16,0,0,111.1413368676404,1.1,Other Intel Processor,0,0,Intel
Lenovo,Notebook,8,Windows,2.2,615.48,1,0,141.21199808219862,2.5,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.2,339.48,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel
HP,2 in 1 Convertible,4,Windows,1.28,1655.0800000000002,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other OS,2.18,419.244,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD
Asus,Gaming,12,Windows,2.2,1260.3080000000002,0,0,127.33567457123111,2.5,Intel Core i5,1000,128,Nvidia
Acer,Netbook,4,Other OS,1.25,273.24,1,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,2.8,348.68,0,0,106.11306214269258,2.2,AMD Processor,500,0,AMD
HP,Notebook,4,Windows,1.95,1163.8,0,0,157.3505121487356,2.5,Intel Core i5,0,128,Intel
HP,2 in 1 Convertible,16,Windows,1.42,1287.0800000000002,0,1,276.053530085501,2.7,Intel Core i7,0,256,Intel
Samsung,Ultrabook,8,Windows,1.17,1563.0800000000002,0,0,146.86047800548656,2.7,Intel Core i7,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.32,1655.0800000000002,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
MSI,Gaming,16,Windows,2.43,2437.08,1,0,254.67134914246222,2.6,Intel Core i7,2000,512,Nvidia
Toshiba,Notebook,8,Windows,1.05,1357.0,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Gaming,8,Other OS,2.62,854.6800000000001,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,2.04,828.0,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.18,564.88,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD
Dell,Notebook,8,Windows,1.9,860.2,0,0,141.21199808219862,2.6,Intel Core i5,500,0,Intel
Dell,2 in 1 Convertible,8,Windows,1.24,1852.052,0,1,276.053530085501,1.3,Intel Core i7,0,512,Intel
Asus,Gaming,32,Windows,3.58,1176.68,1,0,127.33567457123111,2.7,Intel Core i7,0,512,Nvidia
Dell,2 in 1 Convertible,16,Windows,1.22,1517.0800000000002,0,1,165.6321180513006,1.3,Intel Core i7,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.13,1885.0800000000002,1,0,157.3505121487356,2.7,Intel Core i7,0,0,Intel
Lenovo,Notebook,8,Windows,1.95,1805.9508,1,0,141.21199808219862,2.5,Intel Core i5,0,512,Intel
LG,Ultrabook,16,Windows,1.08,1931.0800000000002,1,1,141.21199808219862,2.7,Intel Core i7,0,512,Intel
HP,Netbook,8,Windows,1.26,1364.3600000000001,0,0,176.23257360658386,2.7,Intel Core i7,0,512,Intel
Acer,Notebook,4,Other OS,2.2,330.28000000000003,1,0,141.21199808219862,1.5,Other Intel Processor,0,0,Intel
Lenovo,Notebook,8,Windows,2.6,725.88,1,0,141.21199808219862,2.3,Intel Core i5,1000,128,Nvidia
LG,Ultrabook,8,Windows,0.98,1747.0800000000002,1,1,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Dell,Notebook,8,Windows,1.6,1108.6000000000001,0,0,157.3505121487356,2.8,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.09,2852.0,0,1,352.4651472131677,1.2,Other Intel Processor,0,240,Intel
Lenovo,Notebook,6,Windows,2.2,725.88,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,2.04,937.4708,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
Acer,Notebook,4,Windows,2.4,459.08000000000004,0,0,141.21199808219862,2.4,Intel Core i3,1000,0,Intel
Lenovo,Notebook,4,Windows,1.44,810.52,0,0,165.6321180513006,2.5,Intel Core i5,0,128,Intel
HP,Notebook,8,Windows,1.49,883.2,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
MSI,Gaming,16,Windows,2.7,1471.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Dell,Gaming,16,Windows,2.6,1241.0800000000002,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
MSI,Gaming,8,Windows,2.2,1030.3172000000002,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
Dell,Notebook,4,Windows,2.18,630.1908000000001,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,AMD
HP,Ultrabook,8,Windows,1.84,1193.2308,0,0,141.21199808219862,2.5,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows,1.39,1057.0800000000002,0,1,276.053530085501,2.7,Intel Core i7,0,256,Intel
Toshiba,Notebook,16,Windows,2.4,1817.0,1,0,141.21199808219862,2.6,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.37,1679.0,1,1,165.6321180513006,2.5,Intel Core i5,0,512,Intel
Dell,Notebook,4,Windows,1.95,671.508,0,0,100.45466986113651,2.3,Intel Core i5,500,0,Intel
Lenovo,Ultrabook,8,Windows,1.36,1518.0,1,0,176.23257360658386,2.7,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.31,1071.8,0,0,141.21199808219862,2.3,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.18,651.4152,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows,1.95,1057.0800000000002,0,0,111.93520355955211,2.3,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Windows,2.2,284.28000000000003,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
HP,Ultrabook,4,Windows,1.26,1452.68,0,0,176.23257360658386,2.3,Intel Core i5,500,0,Intel
HP,Notebook,4,Other OS,1.86,265.788,0,0,100.45466986113651,1.6,Other Intel Processor,1000,0,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,1655.0800000000002,1,1,276.053530085501,2.2,Intel Core i7,0,1000,Intel
Toshiba,Notebook,4,Windows,1.47,1016.6,1,0,157.3505121487356,2.3,Intel Core i5,0,128,Intel
HP,Netbook,8,Windows,1.26,1535.48,0,0,176.23257360658386,2.3,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.18,513.912,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel
